srcid,dstid,Sequence
20272,29077,74832
25971,18105,74833
24912,27600,74834
1419,19177,74835
28367,20264,74836
28359,14766,74837
11143,18306,74838
18306,12733,74839
24912,9259,74840
24912,3708,74841
1980,24912,74842
15629,24899,74843
24912,27329,74844
25074,18190,74845
6407,24902,74846
3708,24912,74847
18306,24918,74848
28359,2849,74849
6809,27827,74850
28361,18316,74851
28359,2201,74852
28359,22132,74853
11369,27792,74854
28359,13812,74855
17778,27390,74856
28359,27597,74857
10646,27117,74858
28359,20838,74859
14628,18340,74860
28359,766,74861
28359,20848,74862
14462,10091,74863
30338,18219,74864
18314,10121,74865
27115,18420,74866
30468,18358,74867
30392,17584,74868
26807,20992,74869
29018,770,74870
20020,29073,74871
18297,28369,74872
28149,20650,74873
28367,21327,74874
9106,28856,74875
21065,28369,74876
11369,20709,74877
28921,5029,74878
18124,7592,74879
29066,3602,74880
29241,17807,74881
4795,28620,74882
14310,1083,74883
20821,14628,74884
18124,4499,74885
17295,28367,74886
14547,20988,74887
7520,19619,74888
13299,28379,74889
1313,20835,74890
25101,21819,74891
5686,15744,74892
26279,12743,74893
16285,7648,74894
11496,14344,74895
27540,28921,74896
28379,18323,74897
27520,4418,74898
9273,28151,74899
30352,20310,74900
28367,14360,74901
18133,28288,74902
3166,28660,74903
28367,15581,74904
24680,20766,74905
28856,20766,74906
18151,28315,74907
18153,4499,74908
28919,18170,74909
4535,16922,74910
29223,18888,74911
18554,13390,74912
18554,27252,74913
18164,18398,74914
5867,19426,74915
26188,17078,74916
11815,20057,74917
26188,13913,74918
26200,21817,74919
14464,30352,74920
28379,18187,74921
28367,461,74922
28371,18342,74923
28359,18327,74924
27612,28020,74925
18113,24915,74926
2479,15510,74927
9490,25404,74928
28367,523,74929
27303,28011,74930
4564,18281,74931
18657,28921,74932
28922,18161,74933
26781,18161,74934
3597,30392,74935
30754,18116,74936
20753,20753,74937
12445,28367,74938
18627,28412,74939
7220,22263,74940
19637,28917,74941
18554,18245,74942
25101,21683,74943
18307,6007,74944
465,28366,74945
28105,20836,74946
10552,29545,74947
28182,18196,74948
28367,16923,74949
28367,18095,74950
701,28105,74951
16923,28367,74952
14627,18752,74953
5773,10023,74954
1926,28990,74955
27816,5415,74956
28367,30494,74957
3122,20670,74958
20652,28367,74959
6989,27816,74960
20670,28315,74961
25477,20670,74962
18342,30365,74963
18121,25087,74964
18121,25067,74965
20879,4230,74966
18229,10235,74967
11667,14906,74968
1313,20879,74969
30358,18229,74970
12461,28361,74971
28367,2621,74972
22746,16371,74973
11369,709,74974
28367,27540,74975
27759,20645,74976
24680,20680,74977
10805,28367,74978
13005,20125,74979
18578,6130,74980
1670,26018,74981
5183,28660,74982
22733,21912,74983
25951,17997,74984
1357,19313,74985
13076,20656,74986
29013,20862,74987
4808,27453,74988
27914,21481,74989
6768,27816,74990
20780,25477,74991
28367,12153,74992
13155,20753,74993
26188,21482,74994
26207,21901,74995
28361,20875,74996
24535,18495,74997
25481,18356,74998
18162,28931,74999
18327,6463,75000
28366,18810,75001
20876,28439,75002
2691,15944,75003
28660,20876,75004
14442,30392,75005
20845,29066,75006
30468,18263,75007
1923,29285,75008
17486,13100,75009
27182,4536,75010
25665,29563,75011
17527,13101,75012
17909,24912,75013
12295,28056,75014
28991,20665,75015
28361,18154,75016
14928,21918,75017
9482,28367,75018
1954,25477,75019
18276,7354,75020
14128,22822,75021
22559,21653,75022
4315,17112,75023
26188,21901,75024
26190,21918,75025
28588,21949,75026
2545,21918,75027
26188,19454,75028
25706,28367,75029
13481,25424,75030
24997,18076,75031
18315,25464,75032
24440,813,75033
6991,28288,75034
16907,28367,75035
18296,2746,75036
13455,28261,75037
18121,3316,75038
28367,27370,75039
10107,18156,75040
23144,5248,75041
13005,20879,75042
28367,21004,75043
23149,18251,75044
23876,18125,75045
20766,28931,75046
18317,28371,75047
18139,7629,75048
29066,2187,75049
2187,28720,75050
27231,29569,75051
1373,14750,75052
10529,29545,75053
28367,17972,75054
13076,20166,75055
16359,25449,75056
10644,11369,75057
25958,14852,75058
26188,21802,75059
2042,15582,75060
28990,18133,75061
28366,18711,75062
18223,25085,75063
25513,19637,75064
28370,18133,75065
25559,18107,75066
25706,28228,75067
5183,28659,75068
28366,17188,75069
30739,18808,75070
17814,28366,75071
12007,2659,75072
15583,28367,75073
26200,21967,75074
28367,25340,75075
23349,21472,75076
24948,21705,75077
11035,21879,75078
23303,21875,75079
5686,869,75080
18311,5033,75081
18311,28315,75082
25720,11434,75083
23178,20825,75084
26032,17954,75085
1318,19335,75086
28367,17954,75087
27337,2691,75088
7592,20753,75089
30352,12779,75090
29337,18207,75091
467,30340,75092
27275,30352,75093
18207,1492,75094
18207,10235,75095
1492,19238,75096
30352,10009,75097
17889,28367,75098
1605,15815,75099
25182,20509,75100
7205,20718,75101
23144,21071,75102
13239,20718,75103
28991,18959,75104
26442,23022,75105
28602,18116,75106
28228,18124,75107
25667,28228,75108
25091,20691,75109
29398,7697,75110
20692,11153,75111
26486,20247,75112
16554,21497,75113
20801,29995,75114
23349,21863,75115
24440,21804,75116
12652,21523,75117
25540,18310,75118
526,25514,75119
5285,25361,75120
25430,18275,75121
18310,4253,75122
26280,17745,75123
26691,18287,75124
14368,28288,75125
23349,27718,75126
6756,30352,75127
21312,28367,75128
28367,688,75129
28367,20921,75130
26289,7197,75131
25985,29469,75132
18554,18206,75133
4253,16319,75134
28369,18156,75135
19284,28361,75136
13005,9400,75137
28367,478,75138
29337,18150,75139
6714,30219,75140
30352,13377,75141
30538,18150,75142
30468,17658,75143
29066,14369,75144
15559,29050,75145
18176,29044,75146
29433,18720,75147
18168,30358,75148
19217,30352,75149
4674,17041,75150
28366,20799,75151
4995,29106,75152
29106,20772,75153
19729,7320,75154
29545,20327,75155
21383,24912,75156
21386,5784,75157
25430,22113,75158
5241,18554,75159
26688,18182,75160
18295,28369,75161
18870,28366,75162
18302,4448,75163
14225,4439,75164
6809,2691,75165
22038,7675,75166
9268,30235,75167
30352,15638,75168
12204,28873,75169
26279,27925,75170
18359,26807,75171
18115,30739,75172
2691,18167,75173
18243,25074,75174
17241,28367,75175
28367,17275,75176
15606,28367,75177
20384,28412,75178
17209,11375,75179
25477,27284,75180
28359,10784,75181
2781,15581,75182
26189,137,75183
13348,24912,75184
28505,18113,75185
18555,18302,75186
18554,14429,75187
18554,17625,75188
12199,18554,75189
5289,6564,75190
17305,28378,75191
28366,3715,75192
11176,14698,75193
12379,25430,75194
28367,20469,75195
20665,25434,75196
25540,20700,75197
10107,20665,75198
5810,20665,75199
28105,703,75200
25430,2138,75201
25477,19953,75202
30953,20292,75203
9444,25404,75204
25414,9388,75205
5287,25074,75206
2691,18114,75207
18342,28922,75208
28702,18095,75209
27361,28921,75210
20841,28367,75211
16462,28367,75212
28367,2014,75213
1357,10661,75214
19330,28361,75215
5318,28660,75216
25801,28367,75217
28367,7475,75218
28055,18217,75219
1932,26034,75220
2691,15580,75221
5218,28660,75222
18227,30236,75223
29543,18115,75224
29340,18227,75225
8578,18155,75226
24960,18192,75227
6897,28921,75228
18155,8138,75229
19194,28261,75230
18155,26781,75231
27243,28020,75232
27370,28367,75233
30949,28105,75234
18155,28931,75235
25508,18149,75236
25477,18721,75237
12652,20074,75238
2691,15538,75239
13490,28921,75240
28390,20751,75241
17948,28367,75242
23348,21987,75243
9660,21987,75244
18170,8138,75245
18229,13271,75246
25880,2263,75247
14928,9567,75248
18477,28412,75249
1183,21782,75250
6007,18274,75251
24680,18556,75252
6622,28439,75253
15639,29545,75254
1611,29550,75255
9921,21877,75256
28366,30954,75257
20753,24997,75258
5324,30352,75259
28367,2624,75260
26188,27713,75261
26188,5597,75262
26188,9605,75263
11231,14875,75264
26182,21877,75265
4315,21877,75266
26188,21759,75267
7431,21930,75268
26188,17102,75269
4230,16330,75270
1100,19290,75271
28505,19008,75272
28856,18165,75273
18989,28369,75274
25233,18265,75275
431,25477,75276
25545,27268,75277
25414,9173,75278
25404,18169,75279
1895,25477,75280
778,28105,75281
17256,28367,75282
24680,18511,75283
12911,28055,75284
28610,23251,75285
18311,1720,75286
4230,16283,75287
15586,30391,75288
25215,25717,75289
18307,28412,75290
11250,27886,75291
28359,18113,75292
960,7436,75293
28367,18927,75294
18157,3316,75295
24912,19690,75296
29127,18306,75297
20311,28389,75298
18144,29525,75299
19180,29545,75300
29545,17542,75301
31123,27760,75302
3128,30450,75303
24680,20875,75304
29400,20724,75305
26130,21083,75306
26807,5822,75307
30954,25497,75308
26661,21786,75309
28367,18959,75310
18159,13132,75311
20669,29544,75312
20473,29545,75313
30392,20773,75314
15660,28315,75315
13386,11375,75316
17591,10682,75317
30352,25685,75318
30352,17989,75319
18159,30355,75320
20313,30352,75321
19647,18528,75322
18227,19816,75323
6712,28367,75324
28359,669,75325
13062,18161,75326
6058,9178,75327
12242,28367,75328
28359,7057,75329
28359,6570,75330
28359,27609,75331
28359,20914,75332
28359,12457,75333
28359,3946,75334
28359,21415,75335
28359,9516,75336
26192,21923,75337
11231,21918,75338
10587,25399,75339
23356,21817,75340
6695,28367,75341
28367,3596,75342
28366,20765,75343
7536,22016,75344
26200,21854,75345
28359,2143,75346
28359,9444,75347
26781,18744,75348
26200,21912,75349
2545,16045,75350
5517,28367,75351
11876,28039,75352
28367,12225,75353
18170,28371,75354
17313,28367,75355
29066,691,75356
28547,18348,75357
29545,12136,75358
18227,15173,75359
18314,1357,75360
4448,16340,75361
28359,18112,75362
14769,24893,75363
20844,28505,75364
28367,27268,75365
15571,28315,75366
30392,18139,75367
11369,17982,75368
23144,18712,75369
29547,18139,75370
29545,420,75371
18169,9869,75372
25233,431,75373
11174,18151,75374
30468,14398,75375
29527,13381,75376
26188,21822,75377
27340,5974,75378
13477,18554,75379
12263,18311,75380
18311,18227,75381
20272,29079,75382
18282,28315,75383
24680,18623,75384
6007,20413,75385
26781,18158,75386
13062,17548,75387
29066,14472,75388
10237,20000,75389
26034,18363,75390
23144,18359,75391
2140,29066,75392
30352,20654,75393
30428,15684,75394
22143,28366,75395
28366,21416,75396
20876,11368,75397
18554,10702,75398
18150,2691,75399
30357,18227,75400
1492,1939,75401
5957,19822,75402
20835,28364,75403
16918,28367,75404
28367,26502,75405
25477,18949,75406
6731,29106,75407
9185,25407,75408
13792,18737,75409
10554,25477,75410
13005,20137,75411
975,19243,75412
28367,27380,75413
13056,18317,75414
2198,26034,75415
15931,28901,75416
20360,25430,75417
7030,25545,75418
13792,29066,75419
28104,20762,75420
18330,29077,75421
14454,29044,75422
17649,29066,75423
28812,18363,75424
16417,3671,75425
18227,16476,75426
2691,15930,75427
28367,17541,75428
14388,29066,75429
28367,12313,75430
28620,18113,75431
27759,18113,75432
18221,6089,75433
14188,18546,75434
25233,30954,75435
20753,24717,75436
23144,20643,75437
22078,28367,75438
28990,21108,75439
3852,28366,75440
23349,12510,75441
28367,12280,75442
18342,28439,75443
25692,29563,75444
29545,18154,75445
4349,17061,75446
1870,28367,75447
17799,28367,75448
5671,18219,75449
28582,21037,75450
1581,15857,75451
18162,24685,75452
25368,20665,75453
24912,15582,75454
20665,25479,75455
11176,10047,75456
26335,21900,75457
26189,5579,75458
5868,12515,75459
30643,20753,75460
28367,20361,75461
25074,25693,75462
19357,18298,75463
13202,15035,75464
3710,18554,75465
14496,18306,75466
5662,25985,75467
26306,23025,75468
26390,23025,75469
12837,12641,75470
22674,28753,75471
17238,30352,75472
20444,28412,75473
17247,18554,75474
26189,21255,75475
30906,28228,75476
25074,13315,75477
26189,858,75478
25074,17221,75479
28549,18169,75480
26201,9594,75481
14633,18159,75482
28367,21326,75483
16876,28349,75484
18500,28492,75485
23350,22246,75486
6599,29066,75487
20161,28370,75488
25477,17862,75489
22374,21797,75490
25477,6837,75491
12817,21258,75492
4535,9177,75493
26189,5622,75494
24679,20753,75495
26205,21860,75496
25477,18212,75497
4316,21856,75498
28366,19293,75499
19293,28366,75500
14747,25233,75501
28788,25651,75502
23304,21923,75503
3388,11289,75504
22066,6013,75505
28367,5452,75506
4507,16921,75507
18305,4448,75508
16570,28367,75509
11035,14884,75510
11035,21912,75511
23211,9614,75512
23023,12834,75513
5868,19459,75514
13368,30321,75515
29066,8681,75516
30392,18360,75517
27287,1722,75518
2527,24994,75519
6689,24529,75520
4499,18026,75521
18232,28921,75522
12440,28367,75523
20317,25087,75524
18164,11153,75525
18347,25074,75526
18168,11369,75527
23422,17098,75528
12023,17591,75529
30480,9215,75530
26189,16026,75531
11232,21856,75532
23025,7420,75533
1200,23026,75534
9209,24912,75535
7677,17342,75536
26931,26224,75537
13097,26364,75538
5234,25461,75539
19670,2698,75540
18232,6134,75541
4535,16967,75542
20715,29548,75543
28151,20835,75544
2205,28366,75545
16986,1356,75546
20835,14627,75547
3926,26687,75548
28367,20831,75549
18554,18613,75550
14432,18554,75551
19044,4450,75552
28582,18500,75553
19613,29066,75554
10956,27121,75555
11398,18334,75556
22483,2246,75557
9179,29433,75558
18169,30738,75559
13005,18306,75560
10107,18306,75561
17629,10095,75562
28931,20683,75563
4499,20683,75564
19615,28389,75565
19202,28361,75566
12725,20084,75567
26189,2268,75568
9833,17247,75569
3635,1414,75570
27281,4582,75571
30352,3511,75572
9319,5496,75573
3833,24918,75574
27423,4935,75575
25430,127,75576
28602,18314,75577
26191,21817,75578
14554,13808,75579
20840,25427,75580
9511,28367,75581
2204,26034,75582
28874,8947,75583
17895,8866,75584
26661,21817,75585
2381,21817,75586
18308,28366,75587
28366,27328,75588
10106,18305,75589
28367,5463,75590
28367,17882,75591
14628,20950,75592
26688,20799,75593
23144,18492,75594
11492,18227,75595
30428,18353,75596
6065,18159,75597
3476,16440,75598
14662,28008,75599
30352,19341,75600
13326,25479,75601
20079,4461,75602
479,25512,75603
24737,17873,75604
14126,22804,75605
18170,28369,75606
27433,28367,75607
10107,13395,75608
12739,17584,75609
25832,28228,75610
20601,29545,75611
28152,21069,75612
5516,25430,75613
28548,21097,75614
18227,24947,75615
27533,28921,75616
7537,18116,75617
13351,28261,75618
4316,17071,75619
26193,21786,75620
23144,19408,75621
3173,1090,75622
26189,21621,75623
22560,21609,75624
11232,6571,75625
14961,830,75626
25881,21885,75627
26335,21757,75628
9922,21969,75629
4318,1819,75630
9922,21853,75631
7401,29255,75632
165,21667,75633
26189,14867,75634
14927,21853,75635
28589,21853,75636
11905,21819,75637
26189,2841,75638
14929,4005,75639
14929,21819,75640
26372,21853,75641
2959,16156,75642
12809,21242,75643
26189,871,75644
8791,21667,75645
58,19411,75646
28367,15605,75647
7401,21853,75648
5868,19440,75649
26189,16023,75650
26189,13160,75651
16060,21695,75652
11232,14867,75653
2185,24997,75654
26189,21155,75655
26189,21969,75656
28589,19420,75657
26057,21819,75658
26335,10925,75659
26188,9591,75660
26188,21811,75661
4315,21849,75662
14930,21575,75663
12841,21923,75664
29386,21691,75665
26192,13925,75666
1108,13873,75667
7329,20834,75668
25074,14763,75669
6007,18279,75670
28371,16989,75671
7537,22133,75672
18656,29066,75673
14043,20836,75674
6793,28367,75675
20836,2818,75676
18344,29545,75677
30428,30971,75678
6724,29545,75679
2935,29545,75680
18219,16581,75681
30392,17247,75682
22611,16206,75683
18219,4498,75684
26621,19642,75685
27816,18255,75686
3224,17009,75687
11263,25143,75688
16248,30352,75689
15076,18227,75690
22098,29546,75691
25074,11980,75692
23144,9168,75693
30954,10845,75694
5816,20753,75695
28228,20844,75696
28367,7051,75697
23349,2253,75698
10107,20690,75699
2901,23235,75700
4336,22514,75701
14071,22960,75702
16255,2702,75703
21298,24621,75704
26161,19014,75705
28367,440,75706
1904,28288,75707
28020,18225,75708
12869,17513,75709
3671,26688,75710
18245,4448,75711
23213,21797,75712
26661,21614,75713
23349,19425,75714
22719,21797,75715
20323,24906,75716
6717,24837,75717
24912,10482,75718
448,30572,75719
28367,25634,75720
13611,17865,75721
14587,2125,75722
1158,24939,75723
24928,18171,75724
29066,12153,75725
29066,467,75726
16282,29066,75727
29066,27275,75728
17578,29068,75729
17578,29066,75730
29066,17911,75731
25283,18227,75732
19183,28270,75733
28415,18963,75734
28359,30207,75735
28355,19238,75736
18232,25233,75737
28359,1875,75738
28359,18187,75739
6727,25074,75740
5956,13416,75741
30482,18537,75742
10102,19238,75743
15575,28490,75744
22132,28921,75745
25242,13430,75746
15034,18299,75747
25722,16448,75748
30352,10586,75749
27071,13123,75750
25414,15662,75751
8942,20039,75752
17010,25450,75753
20836,10119,75754
14765,28367,75755
28366,18619,75756
26289,23604,75757
12800,23184,75758
9952,23017,75759
11255,28556,75760
28748,23123,75761
28614,23123,75762
26289,7191,75763
4612,23017,75764
11393,27865,75765
26289,29276,75766
8551,29487,75767
10107,20879,75768
30418,18227,75769
9716,20875,75770
30538,16605,75771
24912,16879,75772
28921,18166,75773
28856,18307,75774
6058,18307,75775
28367,17380,75776
18168,29544,75777
14628,20867,75778
20867,28369,75779
28367,15937,75780
28582,18354,75781
7001,27816,75782
18430,7537,75783
30934,12986,75784
130,28367,75785
28929,27400,75786
27898,18946,75787
15591,29066,75788
28921,9274,75789
3694,25477,75790
29066,481,75791
29066,27288,75792
25754,25497,75793
27346,28020,75794
26188,5042,75795
7329,20870,75796
20645,25478,75797
5466,30352,75798
18349,11667,75799
29092,18130,75800
10505,30352,75801
14707,29066,75802
10801,29241,75803
6993,29106,75804
19231,30359,75805
30353,18240,75806
11424,20700,75807
18124,30350,75808
17516,7592,75809
28921,16926,75810
29337,17962,75811
28359,3873,75812
28359,14707,75813
20575,28359,75814
14623,20937,75815
28359,12388,75816
13069,20676,75817
20676,7601,75818
21334,28415,75819
8128,20676,75820
20121,28355,75821
29337,18156,75822
28147,20658,75823
28359,15867,75824
20879,6058,75825
6841,27816,75826
18221,28134,75827
29154,28452,75828
29013,18144,75829
7517,21083,75830
14689,28288,75831
29066,20175,75832
28921,20609,75833
20299,29066,75834
3925,28816,75835
17957,28921,75836
1419,21318,75837
11496,26755,75838
19357,18180,75839
2781,15641,75840
29337,18126,75841
12104,30296,75842
30352,10470,75843
2546,14919,75844
28921,13439,75845
18353,2751,75846
30008,18224,75847
24680,5466,75848
28367,25740,75849
28152,12931,75850
2154,12808,75851
28367,13775,75852
728,28114,75853
27816,18355,75854
4448,21066,75855
26688,756,75856
18554,524,75857
524,18554,75858
28174,18156,75859
25682,30428,75860
13383,30352,75861
17546,30352,75862
8763,4535,75863
29544,18217,75864
17524,29068,75865
28367,18775,75866
28361,18273,75867
28367,21102,75868
4448,16993,75869
16240,28367,75870
28521,18242,75871
30296,20835,75872
30352,7045,75873
18325,14637,75874
28363,20669,75875
26289,25137,75876
26289,22926,75877
26114,20715,75878
29545,19986,75879
7536,19689,75880
28366,12201,75881
6852,27816,75882
20131,28317,75883
28788,18301,75884
28921,18608,75885
12198,28921,75886
22076,24906,75887
24912,16930,75888
20680,24913,75889
29092,18293,75890
11387,11916,75891
30233,20836,75892
29527,21089,75893
168,21251,75894
1564,19933,75895
28367,14772,75896
25233,18191,75897
20428,25488,75898
18333,25466,75899
25034,18136,75900
18207,6134,75901
19700,25074,75902
13352,28366,75903
24616,20993,75904
10862,13615,75905
10174,19948,75906
25985,22985,75907
1167,23255,75908
25566,23025,75909
20678,7672,75910
23041,26289,75911
23025,9938,75912
23026,26289,75913
1170,23007,75914
23025,5882,75915
3616,28367,75916
26328,22966,75917
26442,23004,75918
22580,22960,75919
29569,18293,75920
27521,30440,75921
20876,28360,75922
28366,27610,75923
28152,18186,75924
18329,28389,75925
23341,21879,75926
20754,28366,75927
20771,29066,75928
3911,26690,75929
13475,28887,75930
18307,13062,75931
18554,20012,75932
3925,3540,75933
18554,27592,75934
9318,18300,75935
9501,17365,75936
6433,21817,75937
25187,21228,75938
22719,21147,75939
18993,28369,75940
27915,21817,75941
28105,18196,75942
25191,21702,75943
23353,21817,75944
23349,5576,75945
28359,18218,75946
18358,11496,75947
30352,25808,75948
28921,9301,75949
2545,21877,75950
26188,13900,75951
1162,21173,75952
9653,21641,75953
25958,21877,75954
7400,22251,75955
14894,21519,75956
28588,21704,75957
26200,21896,75958
30233,20823,75959
16988,30340,75960
6134,6870,75961
28020,18114,75962
23284,880,75963
25880,879,75964
14933,21679,75965
19762,18227,75966
10107,17211,75967
18357,8670,75968
28367,12243,75969
1357,19335,75970
2019,185,75971
5323,13042,75972
24918,18280,75973
22718,21912,75974
28367,20247,75975
17555,28367,75976
3408,21253,75977
26360,22895,75978
5889,23370,75979
9935,23415,75980
506,30352,75981
9903,23407,75982
27922,18219,75983
28359,210,75984
30402,18227,75985
31182,18295,75986
26688,18357,75987
28921,5319,75988
17335,28931,75989
19731,29537,75990
6089,20449,75991
6616,19647,75992
5957,20318,75993
3627,28816,75994
23291,18187,75995
28359,1869,75996
28359,18692,75997
13611,18228,75998
9148,30233,75999
26279,5645,76000
18333,11176,76001
28359,19214,76002
4253,16359,76003
9246,24912,76004
989,21853,76005
29066,17203,76006
24928,18279,76007
17213,28367,76008
14355,28288,76009
989,27704,76010
13005,18150,76011
28367,403,76012
15338,25722,76013
4253,18310,76014
18310,28575,76015
25430,12204,76016
14436,14628,76017
25430,25610,76018
9867,18310,76019
20422,28367,76020
2691,15631,76021
16338,25430,76022
13715,18806,76023
28660,18310,76024
14102,21559,76025
18893,28369,76026
9175,28367,76027
6642,27816,76028
2720,14718,76029
15537,28315,76030
582,29835,76031
1357,9550,76032
26034,29231,76033
6831,28367,76034
18334,4435,76035
28367,9344,76036
28367,20085,76037
24623,18224,76038
28151,18219,76039
29995,20703,76040
9296,28921,76041
18354,3122,76042
18356,28412,76043
28359,18185,76044
29995,18292,76045
25430,18156,76046
23144,17534,76047
29995,13746,76048
28367,5490,76049
10107,20031,76050
23144,20668,76051
28366,22057,76052
28921,20562,76053
25430,13383,76054
25671,28367,76055
10657,11369,76056
3715,26688,76057
24991,12058,76058
13004,20106,76059
26334,21931,76060
13005,20399,76061
23144,20867,76062
18554,20669,76063
25430,20703,76064
28367,9269,76065
25077,18125,76066
20772,29995,76067
28856,18159,76068
25074,18319,76069
18319,25074,76070
18127,4235,76071
25077,18705,76072
16231,25076,76073
8728,20282,76074
1888,28921,76075
2691,18271,76076
6058,18170,76077
28479,18510,76078
10107,17298,76079
28921,18926,76080
10158,18139,76081
18643,18554,76082
28367,18826,76083
20812,18554,76084
20710,18528,76085
18554,20686,76086
30934,18554,76087
18554,20710,76088
23144,20744,76089
6978,11672,76090
24991,18332,76091
18332,25445,76092
18332,11176,76093
1126,555,76094
27353,25502,76095
26189,2273,76096
1392,21865,76097
29995,20711,76098
28359,18168,76099
4499,18355,76100
11341,18349,76101
28921,6994,76102
3874,28921,76103
20677,28938,76104
10802,28921,76105
20677,28919,76106
29217,20479,76107
20479,28921,76108
28359,5137,76109
25902,22960,76110
28359,10553,76111
28952,20834,76112
25477,20709,76113
6861,19623,76114
15898,28921,76115
18278,13062,76116
9249,28152,76117
18116,10158,76118
25365,20739,76119
30907,28367,76120
28367,20650,76121
20875,25079,76122
1579,15796,76123
20875,11153,76124
24822,20876,76125
28921,18696,76126
10107,18167,76127
544,28105,76128
13005,18328,76129
18822,28366,76130
18331,14628,76131
3616,25233,76132
19677,28915,76133
18330,28991,76134
25670,25477,76135
12095,28873,76136
28921,25344,76137
10786,25477,76138
17667,28366,76139
28035,20707,76140
26688,18238,76141
28191,18126,76142
6058,18352,76143
13178,28683,76144
25430,402,76145
10158,17193,76146
28359,18806,76147
28225,18177,76148
28359,18361,76149
28359,16270,76150
13001,17565,76151
17926,28367,76152
28451,18178,76153
2688,15561,76154
28359,1784,76155
28359,17851,76156
14260,18003,76157
28017,18176,76158
23348,21282,76159
23348,21546,76160
24439,21811,76161
20,1810,76162
27110,4623,76163
28359,27263,76164
23348,21811,76165
13114,11292,76166
28359,9192,76167
14623,6873,76168
11214,18169,76169
28359,25700,76170
10061,21458,76171
23348,17088,76172
23348,8948,76173
26030,18178,76174
20691,24680,76175
6007,20330,76176
14628,18745,76177
18356,28551,76178
12739,2018,76179
18490,6007,76180
16581,18463,76181
28367,18992,76182
17978,25430,76183
18178,29995,76184
29995,18178,76185
28991,22073,76186
28367,12389,76187
22443,21518,76188
28927,18170,76189
18170,28887,76190
24440,21812,76191
22295,21748,76192
11180,14322,76193
28367,25777,76194
4987,28890,76195
25368,18116,76196
25477,27060,76197
28367,20152,76198
2691,20717,76199
18143,25470,76200
25477,5188,76201
27816,18130,76202
18342,2738,76203
25401,13770,76204
18332,28915,76205
18306,6007,76206
14628,17903,76207
28991,18293,76208
28745,22960,76209
26279,24565,76210
7418,22960,76211
26279,22994,76212
26076,22838,76213
28745,2356,76214
25983,10989,76215
12834,9681,76216
26360,22960,76217
25992,22959,76218
26190,21852,76219
26188,27703,76220
25958,21784,76221
2545,12000,76222
9921,21968,76223
14928,21852,76224
28367,17615,76225
7537,19678,76226
19909,18668,76227
12200,28367,76228
25430,6729,76229
28367,3533,76230
18167,5810,76231
1126,12778,76232
26279,11021,76233
26279,27862,76234
26279,26928,76235
26279,26581,76236
4334,24565,76237
26328,22880,76238
14946,23580,76239
20473,18554,76240
4499,9062,76241
15519,28901,76242
30865,28238,76243
27549,28367,76244
14628,18694,76245
28367,6688,76246
23144,18323,76247
23144,19293,76248
23291,18305,76249
23144,27328,76250
22799,18310,76251
18125,28361,76252
28367,9168,76253
23874,20971,76254
20833,28366,76255
763,28366,76256
28921,18228,76257
10781,25399,76258
4968,27502,76259
28927,20666,76260
28366,7044,76261
17614,28924,76262
27115,20476,76263
27638,28361,76264
20644,7592,76265
27115,18122,76266
27816,17937,76267
5175,28660,76268
13539,28261,76269
28367,9446,76270
3069,27767,76271
14369,28921,76272
14628,18755,76273
30891,28367,76274
1357,20835,76275
20644,14628,76276
20644,28389,76277
13071,20102,76278
25360,20682,76279
20269,28367,76280
20658,27816,76281
710,25430,76282
19962,25430,76283
28415,20644,76284
4445,16908,76285
16908,28423,76286
1360,18287,76287
11635,28367,76288
28147,20867,76289
28359,21311,76290
20644,28336,76291
2688,15844,76292
28359,10779,76293
20644,28988,76294
13001,20102,76295
29546,13748,76296
1353,20644,76297
4445,16388,76298
20672,28389,76299
20670,23875,76300
29995,4725,76301
30008,20672,76302
18157,25453,76303
29545,20672,76304
18167,24680,76305
23144,20417,76306
5273,28921,76307
20683,25429,76308
25430,18491,76309
18479,28367,76310
18240,28901,76311
6322,19504,76312
25815,28947,76313
28367,1863,76314
18355,28575,76315
28367,17197,76316
2129,28921,76317
16239,28367,76318
1405,19271,76319
18143,28373,76320
7349,19729,76321
23144,27582,76322
18554,30962,76323
7537,18302,76324
27562,1477,76325
20445,28367,76326
11036,883,76327
21337,28921,76328
28921,20577,76329
7400,10958,76330
14330,29986,76331
7537,19632,76332
9826,17360,76333
13005,18187,76334
17853,28367,76335
25659,30011,76336
25182,1990,76337
23291,18318,76338
23144,17639,76339
27855,18318,76340
29995,18345,76341
3651,28367,76342
26034,17958,76343
29186,28367,76344
18187,13005,76345
28105,18326,76346
28227,21384,76347
7537,22113,76348
20161,28371,76349
28076,18170,76350
4220,18508,76351
27114,18350,76352
22065,7536,76353
12816,21254,76354
10394,19439,76355
11231,21852,76356
26188,17091,76357
20667,28375,76358
1183,12300,76359
21213,18562,76360
28588,16480,76361
28151,21991,76362
20667,4447,76363
25829,18554,76364
20667,11368,76365
12816,21246,76366
18155,2738,76367
28921,18724,76368
25043,19730,76369
566,25098,76370
23142,18251,76371
11417,758,76372
23144,29193,76373
22355,17954,76374
28367,30934,76375
18178,13117,76376
12463,28055,76377
28921,25357,76378
29068,17892,76379
28367,9489,76380
7537,19660,76381
15851,25477,76382
5385,28670,76383
16139,18227,76384
28660,19259,76385
13005,12170,76386
10593,27115,76387
28442,3911,76388
28442,2184,76389
2691,15595,76390
26467,21853,76391
